Campaign name,Country,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 36 | DVY | AVRUPA-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,MD,0.05,16,18,,,,,2.77777778,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,SK,0.05,5,5,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,JO,0.05,15,15,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,GH,0.05,16,28,1.0,,,,1.78571429,0.05,7.14285714,2025-05-23,2025-05-29
TT 36 | DVY | AVRUPA-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,EE,0.05,2,2,,,,,25.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CZ,0.05,24,26,,,,,1.92307692,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,MN,0.05,40,48,,,,,1.04166667,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,RW,0.04,15,15,,,,,2.66666667,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,ID,0.04,23,23,,,,,1.73913043,,4.34782609,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,AT,0.04,7,7,,,,,5.71428571,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,ZA,0.04,16,16,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 36 | DVY | AVRUPA-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,BA,0.04,10,11,,,,,3.63636364,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MM,0.04,24,24,1.0,,,,1.66666667,0.04,4.16666667,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,EC,0.04,6,6,2.0,,,,6.66666667,0.02,16.66666667,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,HR,0.04,4,4,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,GR,0.04,8,13,,,,,3.07692308,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,PA,0.04,0,3,,,,,13.33333333,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,LB,0.04,8,17,,,,,2.35294118,,0.0,2025-05-23,2025-05-29
TT 36 | DVY | AVRUPA-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,LT,0.04,4,5,,,,,8.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,PL,0.04,8,23,1.0,,,,1.73913043,0.04,4.34782609,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CD,0.04,34,34,3.0,,,,1.17647059,0.01333333,5.88235294,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,RS,0.04,5,5,,,,,8.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MZ,0.04,30,30,1.0,,,,1.33333333,0.04,3.33333333,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,VN,0.04,16,16,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,DK,0.03,8,11,,,,,2.72727273,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,PT,0.03,5,6,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,BI,0.03,6,6,1.0,,,,5.0,0.03,16.66666667,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,BO,0.03,7,7,,,,,4.28571429,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,NO,0.03,3,3,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,AO,0.03,16,25,,,,,1.2,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,BA,0.03,11,11,,,,,2.72727273,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CG,0.03,0,13,,,,,2.30769231,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,VE,0.03,8,29,1.0,,,,1.03448276,0.03,3.44827586,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,LT,0.03,6,6,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,AT,0.03,14,14,,,,,2.14285714,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,IT,0.03,13,13,,,,,2.30769231,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,CI,0.03,16,18,,,,,1.66666667,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,HU,0.03,0,6,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,IT,0.03,8,17,1.0,BV_YP_DVY_Seminer_ThankYouPage,0.015,2.0,1.76470588,0.03,11.76470588,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,ME,0.03,16,25,1.0,,,,1.2,0.03,4.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,ET,0.03,32,32,1.0,,,,0.9375,0.03,3.125,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,PL,0.03,4,9,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,DK,0.03,0,3,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,BY,0.03,0,2,,,,,15.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,IL,0.03,0,8,,,,,3.75,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,VN,0.03,7,7,,,,,4.28571429,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SN,0.03,0,18,,,,,1.66666667,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,HR,0.03,3,3,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,JP,0.03,7,7,,,,,4.28571429,,14.28571429,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,AM,0.03,0,23,,,,,1.30434783,,4.34782609,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CH,0.03,0,14,,,,,2.14285714,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CV,0.03,8,8,,,,,3.75,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,LR,0.03,32,63,,,,,0.47619048,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,SE,0.03,0,9,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MV,0.03,0,12,,,,,2.5,,8.33333333,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TG,0.02,0,6,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GH,0.02,8,15,,,,,1.33333333,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,ZM,0.02,24,29,2.0,,,,0.68965517,0.01,3.44827586,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,KE,0.02,8,12,,,,,1.66666667,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,KW,0.02,8,13,,,,,1.53846154,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,HU,0.02,3,3,,,,,6.66666667,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,TL,0.02,0,3,1.0,,,,6.66666667,0.02,33.33333333,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,TG,0.02,8,19,1.0,,,,1.05263158,0.02,5.26315789,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,OM,0.02,0,14,,,,,1.42857143,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SO,0.02,88,91,,,,,0.21978022,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,AT,0.02,10,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,BA,0.02,15,15,,,,,1.33333333,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,BG,0.02,8,11,,,,,1.81818182,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,MY,0.02,6,6,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,CZ,0.02,2,2,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,UA,0.02,8,26,,,,,0.76923077,,0.0,2025-05-23,2025-05-29
TT 36 | DVY | AVRUPA-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,HR,0.02,2,2,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KW,0.02,8,28,,,,,0.71428571,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,BF,0.02,16,16,1.0,,,,1.25,0.02,6.25,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,FI,0.02,8,8,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,ES,0.02,11,11,,,,,1.81818182,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,UG,0.02,0,33,,,,,0.60606061,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,IE,0.02,8,13,,,,,1.53846154,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,ME,0.02,4,14,,,,,1.42857143,,7.14285714,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,VC,0.02,0,1,,,,,20.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,RS,0.02,8,9,,,,,2.22222222,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,NZ,0.02,3,3,,,,,6.66666667,,33.33333333,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,PT,0.02,5,5,,,,,4.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,AR,0.02,0,8,1.0,,,,2.5,0.02,12.5,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TN,0.02,39,39,1.0,,,,0.51282051,0.02,2.56410256,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TW,0.02,0,2,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,MM,0.02,8,20,,,,,1.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CL,0.02,0,4,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,AO,0.02,15,15,2.0,,,,1.33333333,0.01,20.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,MD,0.02,6,6,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,CD,0.02,8,16,1.0,,,,1.25,0.02,6.25,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,LT,0.02,0,4,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 35 | DVY | GLOBAL-Hedeflemesiz | OLT-BK | M4 | Lead | CBO | 24.05.25,BY,0.02,14,14,,,,,1.42857143,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,JP,0.02,8,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,YE,0.01,16,22,,,,,0.45454545,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,AL,0.01,8,8,,,,,1.25,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,AL,0.01,13,13,,,,,0.76923077,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,MT,0.01,5,5,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GM,0.01,0,9,,,,,1.11111111,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,NE,0.01,16,22,,,,,0.45454545,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KE,0.01,31,31,,,,,0.32258065,,3.22580645,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,IE,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,MK,0.01,23,23,,,,,0.43478261,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,LR,0.01,56,68,,,,,0.14705882,,1.47058824,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,LA,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,NO,0.01,0,3,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GA,0.01,8,8,,,,,1.25,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,FI,0.01,0,5,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,NO,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,UA,0.01,4,4,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,EE,0.01,0,1,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SK,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,MV,0.01,0,7,,,,,1.42857143,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MU,0.01,0,1,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,DO,0.01,8,8,,,,,1.25,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,GM,0.01,0,12,1.0,,,,0.83333333,0.01,8.33333333,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KR,0.01,16,19,,,,,0.52631579,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CO,0.01,0,5,1.0,,,,2.0,0.01,20.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,HK,0.01,0,1,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,CO,0.01,0,3,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MT,0.01,0,3,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,CW,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,PS,0.01,0,4,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,PE,0.01,0,2,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,YE,0.01,32,44,,,,,0.22727273,,0.0,2025-05-23,2025-05-29
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SE,0.01,0,5,,,,,2.0,,0.0,2025-05-23,2025-05-29
